kanji	kanken	jlpt	wanikani	grade	frequency	kunyomi	onyomi	meanings
安	8	N4	WK6	G3	FQ144	やす.い,やす.まる,やす,やす.らか	あん	Relax,Cheap,Low,Quiet,Rested,Contented,Peaceful
院	8	N4	WK10	G3	FQ150		いん	Inst.,Institution,Temple,Mansion,School
指	8	N3	WK11	G3	FQ155	ゆび,さ.す,-さ.し	し	Finger,Point To,Indicate,Put Into,Play (chess),Measure (ruler)
界	8	N4	WK9	G3	FQ158		かい	World,Boundary
第	8	N1	WK12	G3	FQ160		だい,てい	No.,Residence
予	8	N3	WK9	G3	FQ180	あらかじ.め	よ,しゃ	Beforehand,Previous,Myself,I
向	8	N3	WK6	G3	FQ182	む.く,む.い,-む.き,む.ける,-む.け,む.かう,む.かい,む.こう,む.こう-,むこ,むか.い	こう	Yonder,Facing,Beyond,Confront,Defy,Tend Toward,Approach
勝	8	N3	WK9	G3	FQ185	か.つ,-が.ち,まさ.る,すぐ.れる,かつ	しょう	Victory,Win,Prevail,Excel
面	8	N3	WK16	G3	FQ186	おも,おもて,つら	めん,べん	Mask,Face,Features,Surface
委	8	N2	WK21	G3	FQ187	ゆだ.ねる	い	Committee,Entrust To,Leave To,Devote,Discard
反	8	N3	WK8	G3	FQ191	そ.る,そ.らす,かえ.す,かえ.る,-かえ.る	はん,ほん,たん,ほ	Anti-
重	8	N4	WK9	G3	FQ193	え,おも.い,おも.り,おも.なう,かさ.ねる,かさ.なる,おも	じゅう,ちょう	Heavy,Important,Esteem,Respect,Heap Up,Pile Up,Nest Of Boxes,-fold
集	8	N4	WK10	G3	FQ210	あつ.まる,あつ.める,つど.う	しゅう	Gather,Meet,Congregate,Swarm,Flock
物	8	N4	WK9	G3	FQ215	もの,もの-	ぶつ,もつ	Thing,Object,Matter
使	8	N4	WK9	G3	FQ219	つか.う,つか.い,-つか.い,-づか.い	し	Use,Send On A Mission,Order,Messenger,Envoy,Ambassador,Cause
所	8	N3	WK8	G3	FQ221	ところ,-ところ,どころ,とこ	しょ	Place,Extent
次	8	N3	WK6	G3	FQ222	つ.ぐ,つぎ	じ,し	Next,Order,Sequence
品	8	N4	WK16	G3	FQ225	しな	ひん,ほん	Goods,Refinement,Dignity,Article,Counter For Meal Courses
死	8	N4	WK6	G3	FQ229	し.ぬ,し.に-	し	Death,Die
係	8	N3	WK16	G3	FQ232	かか.る,かかり,-がかり,かか.わる	けい	Person In Charge,Connection,Duty,Concern Oneself
感	8	N3	WK13	G3	FQ233		かん	Emotion,Feeling,Sensation
投	8	N3	WK8	G3	FQ236	な.げる,-な.げ	とう	Throw,Discard,Abandon,Launch Into,Join,Invest In,Hurl,Give Up,Sell At A Loss
打	8	N3	WK4	G3	FQ239	う.つ,う.ち-,ぶ.つ	だ,だあす	Strike,Hit,Knock,Pound,Dozen
始	8	N4	WK10	G3	FQ244	はじ.める,-はじ.める,はじ.まる	し	Commence,Begin
島	8	N2	WK12	G3	FQ245	しま	とう	Island
両	8	N3	WK6	G3	FQ247	てる,ふたつ	りょう	Both,Old Japanese Coin,Counter For Carriages (e.g., In A Train),Two
式	8	N3	WK15	G3	FQ251		しき	Style,Ceremony,Rite,Function,Method,System,Form,Expression
運	8	N4	WK10	G3	FQ255	はこ.ぶ	うん	Carry,Luck,Destiny,Fate,Lot,Transport,Progress,Advance
終	8	N4	WK10	G3	FQ256	お.わる,-お.わる,おわ.る,お.える,つい,つい.に	しゅう	End,Finish
住	8	N4	WK8	G3	FQ270	す.む,す.まう,-ず.まい	じゅう,ぢゅう,ちゅう	Dwell,Reside,Live,Inhabit
談	8	N3	WK9	G3	FQ272		だん	Discuss,Talk
真	8	N4	WK16	G3	FQ279	ま,ま-,まこと	しん	True,Reality,Buddhist Sect
流	8	N3	WK12	G3	FQ280	なが.れる,なが.れ,なが.す,-なが.す	りゅう,る	Current,A Sink,Flow,Forfeit
有	8	N4	WK6	G3	FQ282	あ.る	ゆう,う	Possess,Have,Exist,Happen,Occur,Approx
局	8	N3	WK8	G3	FQ286	つぼね	きょく	Bureau,Board,Office,Affair,Conclusion,Court Lady,Lady-in-waiting,Her Apartment
放	8	N3	WK11	G3	FQ288	はな.す,-っぱな.し,はな.つ,はな.れる,こ.く,ほう.る	ほう	Set Free,Release,Fire,Shoot,Emit,Banish,Liberate
球	8	N3	WK12	G3	FQ302	たま	きゅう	Ball,Sphere
急	8	N4	WK16	G3	FQ309	いそ.ぐ,いそ.ぎ,せ.く	きゅう	Hurry,Emergency,Sudden,Steep
送	8	N4	WK9	G3	FQ311	おく.る	そう	Escort,Send
役	8	N3	WK8	G3	FQ315		やく,えき	Duty,War,Campaign,Drafted Labor,Office,Service,Role
身	8		WK8	G3	FQ320	み	しん	Somebody,Person,One's Station In Life
由	8	N3	WK7	G3	FQ325	よし,よ.る	ゆ,ゆう,ゆい	Wherefore,A Reason
転	8	N4	WK10	G3	FQ327	ころ.がる,ころ.げる,ころ.がす,ころ.ぶ,まろ.ぶ,うたた,うつ.る,くる.めく	てん	Revolve,Turn Around,Change
研	8	N4	WK8	G3	FQ336	と.ぐ	けん	Polish,Study Of,Sharpen
消	8	N3	WK12	G3	FQ345	き.える,け.す	しょう	Extinguish,Blow Out,Turn Off,Neutralize,Cancel
神	8	N3	WK11	G3	FQ347	かみ,かん-,こう-	しん,じん	Gods,Mind,Soul
配	8	N3	WK10	G3	FQ359	くば.る	はい	Distribute,Spouse,Exile,Rationing
宮	8	N1	WK22	G3	FQ367	みや	きゅう,ぐう,く,くう	Shinto Shrine,Constellations,Palace,Princess
究	8	N4	WK8	G3	FQ368	きわ.める	きゅう,く	Research,Study
育	8	N3	WK11	G3	FQ369	そだ.つ,そだ.ち,そだ.てる,はぐく.む	いく	Bring Up,Grow Up,Raise,Rear
起	8	N4	WK10	G3	FQ374	お.きる,お.こる,お.こす,おこ.す,た.つ	き	Rouse,Wake Up,Get Up
着	8	N4	WK12	G3	FQ376	き.る,-ぎ,き.せる,-き.せ,つ.く,つ.ける	ちゃく,じゃく	Don,Arrive,Wear,Counter For Suits Of Clothing
乗	8	N3	WK9	G3	FQ377	の.る,-の.り,の.せる	じょう,しょう	Ride,Power,Multiplication,Record,Counter For Vehicles,Board,Mount,Join
想	8	N3	WK13	G3	FQ381	おも.う	そう,そ	Concept,Think,Idea,Thought
病	8	N4	WK10	G3	FQ384	や.む,-や.み,やまい	びょう,へい	Ill,Sick
農	8	N2	WK10	G3	FQ385		のう	Agriculture,Farmers
州	8	N2	WK6	G3	FQ386	す	しゅう,す	State,Province
待	8	N4	WK12	G3	FQ391	ま.つ,-ま.ち	たい	Wait,Depend On
族	8	N4	WK12	G3	FQ393		ぞく	Tribe,Family
銀	8	N4	WK13	G3	FQ395	しろがね	ぎん	Silver
助	8	N3	WK8	G3	FQ397	たす.ける,たす.かる,す.ける,すけ	じょ	Help,Rescue,Assist
追	8	N3	WK11	G3	FQ411	お.う	つい	Chase,Drive Away,Follow,Pursue,Meanwhile
商	8	N3	WK12	G3	FQ413	あきな.う	しょう	Make A Deal,Selling,Dealing In,Merchant
葉	8	N3	WK10	G3	FQ414	は	よう	Leaf,Plane,Lobe,Needle,Blade,Spear,Counter For Flat Things,Fragment,Piece
落	8	N3	WK10	G3	FQ420	お.ちる,お.ち,お.とす	らく	Fall,Drop,Come Down,Village,Hamlet
医	8	N4	WK8	G3	FQ437	い.やす,い.する,くすし	い	Doctor,Medicine
仕	8	N4	WK4	G3	FQ439	つか.える	し,じ	Attend,Doing,Official,Serve
去	8	N4	WK4	G3	FQ440	さ.る,-さ.る	きょ,こ	Gone,Past,Quit,Leave,Elapse,Eliminate,Divorce
味	8	N4	WK11	G3	FQ442	あじ,あじ.わう	み	Flavor,Taste
負	8	N3	WK9	G3	FQ443	ま.ける,ま.かす,お.う	ふ	Defeat,Negative,-,Minus,Bear,Owe,Assume A Responsibility
写	8	N4	WK4	G3	FQ453	うつ.す,うつ.る,うつ-,うつ.し	しゃ,じゃ	Copy,Be Photographed,Describe
守	8	N3	WK16	G3	FQ457	まも.る,まも.り,もり,-もり,かみ	しゅ,す	Guard,Protect,Defend,Obey
美	8	N3	WK9	G3	FQ462	うつく.しい	び,み	Beauty,Beautiful
命	8	N3	WK11	G3	FQ465	いのち	めい,みょう	Fate,Command,Decree,Destiny,Life,Appoint
福	8	N3	WK13	G3	FQ467		ふく	Blessing,Fortune,Luck,Wealth
整	8	N1	WK13	G3	FQ478	ととの.える,ととの.う	せい	Organize,Arranging,Tune,Tone,Meter,Key (music)
横	8	N3	WK10	G3	FQ480	よこ	おう	Sideways,Side,Horizontal,Width,Woof,Unreasonable,Perverse
深	8	N3	WK12	G3	FQ484	ふか.い,-ぶか.い,ふか.まる,ふか.める,み-	しん	Deep,Heighten,Intensify,Strengthen
申	8	N3	WK4	G3	FQ492	もう.す,もう.し-,さる	しん	Have The Honor To,Sign Of The Monkey,3-5pm,Ninth Sign Of Chinese Zodiac
様	8	N3	WK13	G3	FQ493	さま,さん	よう,しょう	Esq.,Way,Manner,Situation,Polite Suffix
港	8	N3	WK12	G3	FQ495	みなと	こう	Harbor
注	8	N4	WK11	G3	FQ497	そそ.ぐ,さ.す,つ.ぐ	ちゅう	Pour,Irrigate,Shed (tears),Flow Into,Concentrate On,Notes,Comment,Annotate
階	8	N2	WK12	G3	FQ513	きざはし	かい	Storey,Stair,Counter For Storeys Of A Building
路	8	N3	WK10	G3	FQ529	-じ,みち	ろ,る	Path,Route,Road,Distance
悪	8	N4	WK12	G3	FQ530	わる.い,わる-,あ.し,にく.い,-にく.い,ああ,いずくに,いずくんぞ,にく.む	あく,お	Bad,Vice,Rascal,False,Evil,Wrong
他	8	N3	WK4	G3	FQ543	ほか	た	Other,Another,The Others
橋	8	N2	WK13	G3	FQ553	はし	きょう	Bridge
岸	8	N2	WK11	G3	FQ556	きし	がん	Beach
客	8	N3	WK9	G3	FQ557		きゃく,かく	Guest,Visitor,Customer,Client
登	8	N3	WK12	G3	FQ566	のぼ.る,あ.がる	とう,と,どう,しょう,ちょう	Ascend,Climb Up
速	8	N3	WK10	G3	FQ576	はや.い,はや-,はや.める,すみ.やか	そく	Quick,Fast
央	8	N2	WK4	G3	FQ582		おう	Center,Middle
号	8	N3	WK4	G3	FQ585	さけ.ぶ,よびな	ごう	Nickname,Number,Item,Title,Pseudonym,Name,Call
館	8	N4	WK13	G3	FQ613	やかた,たて	かん	Building,Mansion,Large Building,Palace
屋	8	N4	WK9	G3	FQ616	や	おく	Roof,House,Shop,Dealer,Seller
根	8	N2	WK12	G3	FQ620	ね,-ね	こん	Root,Radical,Head (pimple)
苦	8	N3	WK9	G3	FQ623	くる.しい,-ぐる.しい,くる.しむ,くる.しめる,にが.い,にが.る	く	Suffering,Trial,Worry,Hardship,Feel Bitter,Scowl
具	8	N3	WK9	G3	FQ629	そな.える,つぶさ.に	ぐ	Tool,Utensil,Means,Possess,Ingredients,Counter For Armor, Suits, Sets Of Furniture
鉄	8	N2	WK10	G3	FQ672	くろがね	てつ	Iron
返	8	N3	WK9	G3	FQ685	かえ.す,-かえ.す,かえ.る,-かえ.る	へん	Return,Answer,Fade,Repay
短	8	N2	WK12	G3	FQ689	みじか.い	たん	Short,Brevity,Fault,Defect,Weak Point
油	8	N2	WK35	G3	FQ690	あぶら	ゆ,ゆう	Oil,Fat
昭	8	N1	WK37	G3	FQ697		しょう	Shining,Bright
植	8	N2	WK12	G3	FQ699	う.える,う.わる	しょく	Plant
宿	8	N3	WK13	G3	FQ701	やど,やど.る,やど.す	しゅく	Inn,Lodging,Relay Station,Dwell,Lodge,Be Pregnant,Home,Dwelling
薬	8	N3	WK17	G3	FQ702	くすり	やく	Medicine,Chemical,Enamel,Gunpowder,Benefit
習	8	N4	WK10	G3	FQ706	なら.う,なら.い	しゅう,じゅ	Learn
倍	8	N2	WK12	G3	FQ714		ばい	Double,Twice,Times,Fold
駅	8	N4	WK13	G3	FQ724		えき	Station
波	8	N2	WK11	G3	FQ740	なみ	は	Waves,Billows,Poland
洋	8	N4	WK11	G3	FQ763		よう	Ocean,Sea,Foreign,Western Style
旅	8	N4	WK12	G3	FQ783	たび	りょ	Trip,Travel
級	8	N1	WK11	G3	FQ785		きゅう	Class,Rank,Grade
幸	8	N3	WK16	G3	FQ786	さいわ.い,さち,しあわ.せ	こう	Happiness,Blessing,Fortune
練	8	N2	WK13	G3	FQ788	ね.る,ね.り	れん	Practice,Gloss,Train,Drill,Polish,Refine
軽	8	N2	WK10	G3	FQ790	かる.い,かろ.やか,かろ.んじる	けい,きょう,きん	Lightly,Trifling,Unimportant
等	8	N3	WK18	G3	FQ798	ひと.しい,など,-ら	とう	Etc.,And So Forth,Class (first),Quality,Equal,Similar
曲	8	N3	WK6	G3	FQ810	ま.がる,ま.げる,くま	きょく	Bend,Music,Melody,Composition,Pleasure,Injustice,Fault,Curve,Crooked,Perverse,Lean
庭	8	N3	WK12	G3	FQ816	にわ	てい	Courtyard,Garden,Yard
血	8	N2	WK6	G3	FQ832	ち	けつ	Blood
温	8	N2	WK12	G3	FQ838	あたた.か,あたた.かい,あたた.まる,あたた.める,ぬく	おん	Warm
庫	8	N2	WK28	G3	FQ852	くら	こ,く	Warehouse,Storehouse
坂	8	N2	WK15	G3	FQ865	さか	はん	Slope,Incline,Hill
服	8	N4	WK9	G3	FQ873		ふく	Clothing,Admit,Obey,Discharge
息	8	N3	WK12	G3	FQ882	いき	そく	Breath,Respiration,Son,Interest (on Money)
板	8	N2	WK29	G3	FQ926	いた	はん,ばん	Plank,Board,Plate,Stage
列	8	N3	WK15	G3	FQ927		れつ,れ	File,Row,Rank,Tier,Column
遊	8	N3	WK30	G3	FQ941	あそ.ぶ,あそ.ばす	ゆう,ゆ	Play
君	8	N3	WK8	G3	FQ947	きみ,-ぎみ	くん	Mister,You,Ruler,Male Name Suffix
飲	8	N4	WK10	G3	FQ969	の.む,-の.み	いん,おん	Drink,Smoke,Take
章	8	N2	WK12	G3	FQ990		しょう	Badge,Chapter,Composition,Poem,Design
酒	8	N3	WK10	G3	FQ1006	さけ,さか-	しゅ	Sake,Alcohol
悲	8	N3	WK17	G3	FQ1014	かな.しい,かな.しむ	ひ	Grieve,Sad,Deplore,Regret
秒	8	N2	WK11	G3	FQ1015		びょう	Second (1/60 Minute)
暗	8	N3	WK13	G3	FQ1040	くら.い,くら.む,くれ.る	あん	Darkness,Disappear,Shade,Informal,Grow Dark,Be Blinded
勉	8	N4	WK12	G3	FQ1066	つと.める	べん	Exertion,Endeavour,Encourage,Strive,Make Effort,Diligent
陽	8	N3	WK12	G3	FQ1071	ひ	よう	Sunshine,Yang Principle,Positive,Male,Heaven,Daytime
皮	8	N2	WK5	G3	FQ1092	かわ	ひ	Pelt,Skin,Hide,Leather,Skin Radical (no. 107)
歯	8	N3	WK12	G3	FQ1106	よわい,は,よわ.い,よわい.する	し	Tooth,Cog
柱	8	N2	WK40	G3	FQ1119	はしら	ちゅう	Pillar,Post,Cylinder,Support
祭	8	N2	WK12	G3	FQ1124	まつ.る,まつ.り,まつり	さい	Ritual,Offer Prayers,Celebrate,Deify,Enshrine,Worship
筆	8	N2	WK26	G3	FQ1132	ふで	ひつ	Writing Brush,Writing,Painting Brush,Handwriting
童	8	N2	WK12	G3	FQ1138	わらべ	どう	Juvenile,Child
畑	8		WK41	G3	FQ1176	はた,はたけ,-ばたけ		Farm,Field,Garden,One's Specialty,(kokuji)
緑	8	N2	WK13	G3	FQ1180	みどり	りょく,ろく	Green
礼	8	N3	WK4	G3	FQ1185		れい,らい	Salute,Bow,Ceremony,Thanks,Remuneration
詩	8	N1	WK13	G3	FQ1196	うた	し	Poem,Poetry
昔	8	N3	WK11	G3	FQ1197	むかし	せき,しゃく	Once Upon A Time,Antiquity,Old Times
泳	8	N3	WK9	G3	FQ1223	およ.ぐ	えい	Swim
荷	8	N2	WK16	G3	FQ1230	に	か	Baggage,Shoulder-pole Load,Bear (a Burden),Shoulder (a Gun),Load,Cargo,Freight
炭	8	N2	WK41	G3	FQ1307	すみ	たん	Charcoal,Coal
丁	8	N1	WK2	G3	FQ1312	ひのと	ちょう,てい,ちん,とう,ち	Street,Ward,Town,Counter For Guns, Tools, Leaves Or Cakes Of Something,Even Number,4th Calendar Sign
湖	8	N2	WK35	G3	FQ1344	みずうみ	こ	Lake
湯	8	N2	WK12	G3	FQ1356	ゆ	とう	Hot Water,Bath,Hot Spring
箱	8	N3	WK16	G3	FQ1357	はこ	そう	Box,Chest,Case,Bin,Railway Car
豆	8	N1	WK34	G3	FQ1422	まめ,まめ-	とう,ず	Beans,Pea,Midget
暑	8	N1	WK12	G3	FQ1442	あつ.い	しょ	Sultry,Hot,Summer Heat
氷	8	N2	WK4	G3	FQ1450	こおり,ひ,こお.る	ひょう	Icicle,Ice,Hail,Freeze,Congeal
寒	8	N3	WK12	G3	FQ1456	さむ.い	かん	Cold
帳	8	N1	WK48	G3	FQ1459	とばり	ちょう	Notebook,Account Book,Album,Curtain,Veil,Net,Tent
拾	8	N2	WK11	G3	FQ1479	ひろ.う	しゅう,じゅう	Pick Up,Gather,Find,Go On Foot,Ten
漢	8	N4	WK10	G3	FQ1487		かん	Sino-,China
鼻	8	N2	WK17	G3	FQ1632	はな	び	Nose,Snout
皿	8	N2	WK4	G3	FQ1812	さら	べい	Dish,A Helping,Plate
羊	8	N1	WK6	G3	FQ1852	ひつじ	よう	Sheep
笛	8	N1	WK19	G3	FQ1928	ふえ	てき	Flute,Clarinet,Pipe,Whistle,Bagpipe,Piccolo
議	7	N3	WK20	G4	FQ25		ぎ	Deliberation,Consultation,Debate,Consideration
民	7	N3	WK7	G4	FQ28	たみ	みん	People,Nation,Subjects
連	7	N3	WK19	G4	FQ30	つら.なる,つら.ねる,つ.れる,-づ.れ	れん	Take Along,Lead,Join,Connect,Party,Gang,Clique
選	7	N3	WK13	G4	FQ57	えら.ぶ	せん	Elect,Select,Choose,Prefer
関	7	N3	WK16	G4	FQ70	せき,-ぜき,かか.わる,からくり,かんぬき	かん	Connection,Barrier,Gateway,Involve,Concerning
戦	7	N3	WK11	G4	FQ78	いくさ,たたか.う,おのの.く,そよ.ぐ,わなな.く	せん	War,Battle,Match
最	7	N3	WK10	G4	FQ82	もっと.も,つま	さい,しゅ	Utmost,Most,Extreme
氏	7	N1	WK7	G4	FQ84	うじ,-うじ	し	Family Name,Surname,Clan
約	7	N3	WK14	G4	FQ94	つづ.まる,つづ.める,つづま.やか	やく	Promise,Approximately,Shrink
法	7	N3	WK15	G4	FQ100	のり	ほう,はっ,ほっ,ふらん	Method,Law,Rule,Principle,Model,System
不	7	N4	WK4	G4	FQ101		ふ,ぶ	Negative,Non-,Bad,Ugly,Clumsy
的	7		WK14	G4	FQ105	まと	てき	Bull's Eye,Mark,Target,Object,Adjective Ending
要	7	N3	WK9	G4	FQ106	い.る,かなめ	よう	Need,Main Point,Essence,Pivot,Key To
治	7	N3	WK16	G4	FQ109	おさ.める,おさ.まる,なお.る,なお.す	じ,ち	Reign,Be At Peace,Calm Down,Subdue,Quell,Govt,Cure,Heal,Rule,Conserve
成	7	N3	WK11	G4	FQ116	な.る,な.す,-な.す	せい,じょう	Turn Into,Become,Get,Grow,Elapse,Reach
協	7	N2	WK14	G4	FQ121		きょう	Co-,Cooperation
以	7	N4	WK7	G4	FQ126	もっ.て	い	By Means Of,Because,In View Of,Compared With
機	7	N3	WK20	G4	FQ127	はた	き	Loom,Mechanism,Machine,Airplane,Opportunity,Potency,Efficacy,Occasion
加	7	N3	WK19	G4	FQ130	くわ.える,くわ.わる	か	Add,Addition,Increase,Join,Include,Canada
続	7	N3	WK19	G4	FQ141	つづ.く,つづ.ける,つぐ.ない	ぞく,しょく,こう,きょう	Continue,Series,Sequel
改	7	N2	WK19	G4	FQ147	あらた.める,あらた.まる	かい	Reformation,Change,Modify,Mend,Renew,Examine,Inspect,Search
初	7	N3	WK11	G4	FQ152	はじ.め,はじ.めて,はつ,はつ-,うい-,-そ.める,-ぞ.め	しょ	First Time,Beginning
産	7	N3	WK20	G4	FQ161	う.む,う.まれる,うぶ-,む.す	さん	Products,Bear,Give Birth,Yield,Childbirth,Native,Property
結	7	N1	WK17	G4	FQ162	むす.ぶ,ゆ.う,ゆ.わえる	けつ,けち	Tie,Bind,Contract,Join,Organize,Do Up Hair,Fasten
府	7	N2	WK16	G4	FQ170		ふ	Borough,Urban Prefecture,Govt Office,Representative Body,Storehouse
共	7	N3	WK11	G4	FQ174	とも,とも.に,-ども	きょう	Together,Both,Neither,All,And,Alike,With
得	7	N3	WK19	G4	FQ175	え.る,う.る	とく	Gain,Get,Find,Earn,Acquire,Can,May,Able To,Profit,Advantage,Benefit
告	7	N3	WK18	G4	FQ188	つ.げる	こく	Revelation,Tell,Inform,Announce
軍	7	N2	WK15	G4	FQ189	いくさ	ぐん	Army,Force,Troops,War,Battle
参	7	N3	WK14	G4	FQ201	まい.る,まい-,まじわる,みつ	さん,しん	Nonplussed,Three (in Documents),Going,Coming,Visiting,Visit,Be Defeated,Die,Be Madly In Love,Participate,Take Part In
利	7	N3	WK11	G4	FQ203	き.く	り	Profit,Advantage,Benefit
案	7	N1	WK22	G4	FQ206	つくえ	あん	Plan,Suggestion,Draft,Ponder,Fear,Proposition,Idea,Expectation,Worry,Table,Bench
信	7	N3	WK15	G4	FQ208		しん	Faith,Truth,Fidelity,Trust
別	7	N4	WK11	G4	FQ214	わか.れる,わ.ける	べつ	Separate,Branch Off,Diverge,Fork,Another,Extra,Specially
側	7	N3	WK17	G4	FQ216	かわ,がわ,そば	そく	Side,Lean,Oppose,Regret
求	7	N3	WK10	G4	FQ220	もと.める	きゅう,ぐ	Request,Want,Wish For,Require,Demand
昨	7	N3	WK15	G4	FQ226		さく	Yesterday,Previous
官	7	N3	WK17	G4	FQ230		かん	Bureaucrat,The Government,Organ
特	7	N4	WK11	G4	FQ234		とく	Special
変	7	N3	WK15	G4	FQ238	か.わる,か.わり,か.える	へん	Unusual,Change,Strange
各	7	N2	WK22	G4	FQ243	おのおの	かく	Each,Every,Either
挙	7	N1	WK21	G4	FQ257	あ.げる,あ.がる,こぞ.る	きょ	Raise,Plan,Project,Behavior,Actions
果	7	N3	WK17	G4	FQ258	は.たす,はた.す,-は.たす,は.てる,-は.てる,は.て	か	Fruit,Reward,Carry Out,Achieve,Complete,End,Finish,Succeed
必	7	N3	WK7	G4	FQ265	かなら.ず	ひつ	Invariably,Certain,Inevitable
争	7	N3	WK11	G4	FQ271	あらそ.う,いか.でか	そう	Contend,Dispute,Argue
無	7		WK17	G4	FQ274	な.い	む,ぶ	Nothingness,None,Ain't,Nothing,Nil,Not
位	7	N3	WK11	G4	FQ276	くらい,ぐらい	い	Rank,Grade,Throne,Crown,About,Some
置	7	N3	WK22	G4	FQ277	お.く,-お.き	ち	Placement,Put,Set,Deposit,Leave Behind,Keep,Employ,Pawn
料	7	N4	WK13	G4	FQ295		りょう	Fee,Materials
建	7	N4	WK15	G4	FQ300	た.てる,た.て,-だ.て,た.つ	けん,こん	Build
費	7	N3	WK22	G4	FQ321	つい.やす,つい.える	ひ	Expense,Cost,Spend,Consume,Waste
付	7	N3	WK7	G4	FQ322	つ.ける,-つ.ける,-づ.ける,つ.け,つ.け-,-つ.け,-づ.け,-づけ,つ.く,-づ.く,つ.き,-つ.き,-つき,-づ.き,-づき	ふ	Adhere,Attach,Refer To,Append
説	7	N3	WK17	G4	FQ326	と.く	せつ,ぜい	Opinion,Theory,Explanation,Rumor
夫	7	N3	WK15	G4	FQ335	おっと,それ	ふ,ふう,ぶ	Husband,Man
害	7	N3	WK20	G4	FQ358		がい	Harm,Injury
副	7	N2	WK22	G4	FQ360		ふく	Vice-,Assistant,Aide,Duplicate,Copy
席	7	N3	WK17	G4	FQ370	むしろ	せき	Seat,Mat,Occasion,Place
残	7	N3	WK14	G4	FQ380	のこ.る,のこ.す,そこな.う,のこ.り	ざん,さん	Remainder,Leftover,Balance
念	7	N3	WK14	G4	FQ390		ねん	Wish,Sense,Idea,Thought,Feeling,Desire,Attention
試	7	N4	WK9	G4	FQ392	こころ.みる,ため.す	し	Test,Try,Attempt,Experiment,Ordeal
象	7	N2	WK24	G4	FQ394	かたど.る	しょう,ぞう	Elephant,Pattern After,Imitate,Image,Shape,Sign (of The Times)
労	7	N3	WK11	G4	FQ398	ろう.する,いたわ.る,いた.ずき,ねぎら,つか.れる,ねぎら.う	ろう	Labor,Thank For,Reward For,Toil,Trouble
例	7	N3	WK14	G4	FQ399	たと.える	れい	Example,Custom,Usage,Precedent
然	7	N3	WK13	G4	FQ401	しか,しか.り,しか.し,さ	ぜん,ねん	Sort Of Thing,So,If So,In That Case,Well
験	7	N4	WK9	G4	FQ410	あかし,しるし,ため.す,ためし	けん,げん	Verification,Effect,Testing
伝	7	N3	WK11	G4	FQ416	つた.わる,つた.える,つた.う,つだ.う,-づた.い,つて	でん,てん	Transmit,Go Along,Walk Along,Follow,Report,Communicate,Legend,Tradition
働	7	N3	WK11	G4	FQ417	はたら.く	どう	Work,(kokuji)
景	7	N3	WK25	G4	FQ419		けい	Scenery,View
好	7	N3	WK11	G4	FQ423	この.む,す.く,よ.い,い.い	こう	Fond,Pleasing,Like Something
賞	7	N2	WK13	G4	FQ426	ほ.める	しょう	Prize,Reward,Praise
辺	7	N2	WK7	G4	FQ428	あた.り,ほと.り,-べ	へん	Environs,Boundary,Border,Vicinity
英	7	N4	WK15	G4	FQ430	はなぶさ	えい	England,English,Hero,Outstanding,Calyx
低	7	N2	WK11	G4	FQ435	ひく.い,ひく.める,ひく.まる	てい	Lower,Short,Humble
失	7	N3	WK7	G4	FQ447	うしな.う,う.せる	しつ	Lose,Error,Fault,Disadvantage,Loss
差	7	N3	WK24	G4	FQ449	さ.す,さ.し	さ	Distinction,Difference,Variation,Discrepancy,Margin,Balance
課	7	N2	WK13	G4	FQ455		か	Chapter,Lesson,Section,Department,Division,Counter For Chapters (of A Book)
末	7	N3	WK7	G4	FQ456	すえ	まつ,ばつ	End,Close,Tip,Powder,Posterity
極	7	N2	WK27	G4	FQ460	きわ.める,きわ.まる,きわ.まり,きわ.み,き.める,-ぎ.め,き.まる	きょく,ごく	Poles,Settlement,Conclusion,End,Highest Rank,Electric Poles,Very,Extremely,Most,Highly,10**48
種	7	N3	WK18	G4	FQ461	たね,-ぐさ	しゅ	Species,Kind,Class,Variety,Seed
量	7	N2	WK24	G4	FQ469	はか.る	りょう	Quantity,Measure,Weight,Amount,Consider,Estimate,Surmise
望	7	N3	WK14	G4	FQ470	のぞ.む,もち	ぼう,もう	Ambition,Full Moon,Hope,Desire,Aspire To,Expect
松	7	N1	WK14	G4	FQ471	まつ	しょう	Pine Tree
観	7	N3	WK22	G4	FQ476	み.る,しめ.す	かん	Outlook,Look,Appearance,Condition,View
察	7	N3	WK17	G4	FQ477		さつ	Guess,Presume,Surmise,Judge,Understand
型	7	N2	WK24	G4	FQ482	かた,-がた	けい	Mould,Type,Model
票	7	N1	WK25	G4	FQ489		ひょう	Ballot,Label,Ticket,Sign
達	7	N3	WK18	G4	FQ500	-たち	たつ,だ	Accomplished,Reach,Arrive,Attain
良	7	N3	WK11	G4	FQ501	よ.い,-よ.い,い.い,-い.い	りょう	Good,Pleasing,Skilled
候	7	N3	WK25	G4	FQ510	そうろう	こう	Climate,Season,Weather,Wait For,Expect
史	7	N2	WK19	G4	FQ511		し	History,Chronicle
満	7	N3	WK25	G4	FQ515	み.ちる,み.つ,み.たす	まん,ばん	Full,Fullness,Enough,Satisfy
敗	7	N3	WK17	G4	FQ516	やぶ.れる	はい	Failure,Defeat,Reversal
管	7	N2	WK24	G4	FQ517	くだ	かん	Pipe,Tube,Wind Instrument,Drunken Talk,Control,Jurisdiction
