kanji	kanken	jlpt	wanikani	grade	frequency	kunyomi	onyomi	meanings
喚	3	N1	WK51	G8	FQ1120	わめ.く	かん	Yell,Cry,Call,Scream,Summon
袋	3	N2	WK42	G8	FQ1125	ふくろ	たい,だい	Sack,Bag,Pouch
封	3	N2	WK43	G8	FQ1143		ふう,ほう	Seal,Closing
瀬	3	N1	WK41	G8	FQ1152	せ	らい	Rapids,Current,Torrent,Shallows,Shoal
貫	3	N1	WK52	G8	FQ1156	つらぬ.く,ぬ.く,ぬき	かん	Pierce,8 1/3lbs,Penetrate,Brace
慰	3	N1	WK43	G8	FQ1158	なぐさ.める,なぐさ.む	い	Consolation,Amusement,Seduce,Cheer,Make Sport Of,Comfort,Console
賢	3	N2	WK48	G8	FQ1159	かしこ.い	けん	Intelligent,Wise,Wisdom,Cleverness
脅	3	N1	WK48	G8	FQ1183	おびや.かす,おど.す,おど.かす	きょう	Threaten,Coerce
犠	3	N1	WK40	G8	FQ1189	いけにえ	ぎ,き	Sacrifice
魅	3	N1	WK30	G8	FQ1206		み	Fascination,Charm,Bewitch
擁	3	N1	WK52	G8	FQ1213		よう	Hug,Embrace,Possess,Protect,Lead
零	3	N2	WK46	G8	FQ1217	ぜろ,こぼ.す,こぼ.れる	れい	Zero,Spill,Overflow,Nothing,Cipher
滅	3	N1	WK43	G8	FQ1222	ほろ.びる,ほろ.ぶ,ほろ.ぼす	めつ	Destroy,Ruin,Overthrow,Perish
礎	3	N1	WK49	G8	FQ1224	いしずえ	そ	Cornerstone,Foundation Stone
滑	3	N1	WK42	G8	FQ1238	すべ.る,なめ.らか	かつ,こつ	Slippery,Slide,Slip,Flunk
孤	3	N1	WK52	G8	FQ1239		こ	Orphan,Alone
炎	3	N1	WK35	G8	FQ1242	ほのお	えん	Inflammation,Flame,Blaze
寿	3		WK35	G8	FQ1245	ことぶき,ことぶ.く,ことほ.ぐ	じゅ,す,しゅう	Longevity,Congratulations,One's Natural Life
励	3	N1	WK26	G8	FQ1254	はげ.む,はげ.ます	れい	Encourage,Be Diligent,Inspire
掃	3	N2	WK31	G8	FQ1255	は.く	そう,しゅ	Sweep,Brush
軸	3	N1	WK42	G8	FQ1261		じく	Axis,Pivot,Stem,Stalk,Counter For Book Scrolls
牲	3	N1	WK52	G8	FQ1274		せい	Animal Sacrifice,Offering
帝	3	N1	WK46	G8	FQ1276	みかど	てい	Sovereign,The Emperor,God,Creator
阻	3	N1	WK46	G8	FQ1280	はば.む	そ	Thwart,Separate From,Prevent,Obstruct,Deter,Impede
凍	3	N2	WK28	G8	FQ1284	こお.る,こご.える,こご.る,い.てる,し.みる	とう	Frozen,Congeal,Refrigerate
菊	3	N1	WK46	G8	FQ1287		きく	Chrysanthemum
絞	3	N1	WK25	G8	FQ1288	しぼ.る,し.める,し.まる	こう	Strangle,Constrict,Wring
膨	3	N1	WK52	G8	FQ1293	ふく.らむ,ふく.れる	ぼう	Swell,Get Fat,Thick
漏	3	N1	WK30	G8	FQ1298	も.る,も.れる,も.らす	ろう	Leak,Escape,Time
芳	3	N1	WK52	G8	FQ1302	かんば.しい	ほう	Perfume,Balmy,Favorable,Fragrant
郊	3	N2	WK51	G8	FQ1304		こう	Outskirts,Suburbs,Rural Area
棋	3	N1	WK39	G8	FQ1311	ご	き	Chess Piece,Japanese Chess,Shogi
揚	3	N1	WK42	G8	FQ1316	あ.げる,-あ.げ,あ.がる	よう	Raise,Elevate,Hoist,Praise,Extol,Fry In Deep Fat
陳	3	N1	WK52	G8	FQ1323	ひ.ねる	ちん	Exhibit,State,Relate,Explain
潜	3	N1	WK41	G8	FQ1329	ひそ.む,もぐ.る,かく.れる,くぐ.る,ひそ.める	せん	Submerge,Conceal,Hide,Lower (voice),Hush
克	3	N1	WK42	G8	FQ1333	か.つ	こく	Overcome,Kindly,Skillfully
岳	3	N1	WK43	G8	FQ1334	たけ	がく	Point,Peak,Mountain
概	3	N1	WK49	G8	FQ1335	おおむ.ね	がい	Outline,Condition,Approximation,Generally
拘	3	N1	WK49	G8	FQ1336	かか.わる	こう	Arrest,Seize,Concerned,Adhere To,Despite
遇	3	N1	WK52	G8	FQ1343	あ.う	ぐう	Meet,Encounter,Interview,Treat,Entertain,Receive,Deal With
諮	3	N1	WK50	G8	FQ1345	はか.る	し	Consult With
喫	3	N2	WK18	G8	FQ1347	の.む	きつ	Consume,Eat,Drink,Smoke,Receive (a Blow)
卓	3	N1	WK45	G8	FQ1348		たく	Eminent,Table,Desk,High
糧	3	N1	WK52	G8	FQ1354	かて	りょう,ろう	Provisions,Food,Bread
簿	3	N1	WK50	G8	FQ1358		ぼ	Register,Record Book
炉	3	N1	WK43	G8	FQ1359	いろり	ろ	Hearth,Furnace,Kiln,Reactor
殊	3	N1	WK52	G8	FQ1361	こと	しゅ	Particularly,Especially,Exceptionally
謀	3	N1	WK49	G8	FQ1370	はか.る,たばか.る,はかりごと	ぼう,む	Conspire,Cheat,Impose On,Plan,Devise,Scheme,Have In Mind,Deceive
覆	3	N1	WK49	G8	FQ1378	おお.う,くつがえ.す,くつがえ.る	ふく	Capsize,Cover,Shade,Mantle,Be Ruined
胞	3	N1	WK53	G8	FQ1379		ほう	Placenta,Sac,Sheath
隔	3	N1	WK49	G8	FQ1382	へだ.てる,へだ.たる	かく	Isolate,Alternate,Distance,Separate,Gulf
没	3	N1	WK52	G8	FQ1385	おぼ.れる,しず.む,ない	ぼつ,もつ	Drown,Sink,Hide,Fall Into,Disappear,Die
随	3	N1	WK53	G8	FQ1396	まにま.に,したが.う	ずい	Follow,Though,Notwithstanding,While,During,Both,All,Obey,Submit To,Comply,At The Mercy Of (the Waves)
啓	3	N1	WK53	G8	FQ1403	ひら.く,さと.す	けい	Disclose,Open,Say
粘	3	N1	WK47	G8	FQ1410	ねば.る	ねん	Sticky,Glutinous,Greasy,Persevere
悟	3	N1	WK49	G8	FQ1411	さと.る	ご	Enlightenment,Perceive,Discern,Realize,Understand
塗	3	N2	WK48	G8	FQ1414	ぬ.る,ぬ.り,まみ.れる	と	Paint,Plaster,Daub,Smear,Coating
遂	3	N1	WK48	G8	FQ1423	と.げる,つい.に	すい	Consummate,Accomplish,Attain,Commit (suicide)
岐	3	N1	WK39	G8	FQ1428		き,ぎ	Branch Off,Fork In Road,Scene,Arena,Theater
衰	3	N1	WK49	G8	FQ1432	おとろ.える	すい	Decline,Wane,Weaken
抽	3	N1	WK49	G8	FQ1437	ひき-	ちゅう	Pluck,Pull,Extract,Excel
胆	3	N1	WK59	G8	FQ1449	きも	たん	Gall Bladder,Courage,Pluck,Nerve
虚	3	N1	WK17	G8	FQ1454	むな.しい,うつ.ろ	きょ,こ	Void,Emptiness,Unpreparedness,Crack,Fissure,Untruth
霊	3	N1	WK45	G8	FQ1458	たま	れい,りょう	Spirits,Soul
悔	3	N1	WK48	G8	FQ1460	く.いる,く.やむ,くや.しい	かい	Repent,Regret
虐	3	N1	WK53	G8	FQ1464	しいた.げる	ぎゃく	Tyrannize,Oppress
翻	3	N1	WK50	G8	FQ1465	ひるがえ.る,ひるがえ.す	ほん,はん	Flip,Turn Over,Wave,Flutter,Change (mind)
墜	3	N1	WK47	G8	FQ1466	お.ちる,お.つ	つい	Crash,Fall (down)
徐	3	N1	WK53	G8	FQ1470	おもむ.ろに	じょ	Gradually,Slowly,Deliberately,Gently
滝	3	N1	WK45	G8	FQ1478	たき	ろう,そう	Waterfall,Rapids,Cascade
軌	3	N1	WK50	G8	FQ1480		き	Rut,Wheel,Track,Model,Way Of Doing
妨	3	N1	WK20	G8	FQ1482	さまた.げる	ぼう	Disturb,Prevent,Hamper,Obstruct
擦	3	N1	WK43	G8	FQ1485	す.る,す.れる,-ず.れ,こす.る,こす.れる	さつ	Grate,Rub,Scratch,Scrape,Chafe,Scour
鯨	3	N1	WK54	G8	FQ1486	くじら	げい	Whale
諾	3	N1	WK36	G8	FQ1490		だく	Consent,Assent,Agreement
漂	3	N1	WK50	G8	FQ1492	ただよ.う	ひょう	Drift,Float (on Liquid)
勘	3	N1	WK49	G8	FQ1494		かん	Intuition,Perception,Check,Compare,Sixth Sense
冠	3	N1	WK54	G8	FQ1503	かんむり	かん	Crown,Best,Peerless
浪	3	N1	WK59	G8	FQ1508		ろう	Wandering,Waves,Billows,Reckless,Unrestrained
壇	3	N1	WK49	G8	FQ1512		だん,たん	Podium,Stage,Rostrum,Terrace
魔	3	N1	WK46	G8	FQ1514		ま	Witch,Demon,Evil Spirit
湿	3	N2	WK45	G8	FQ1517	しめ.る,しめ.す,うるお.う,うるお.す	しつ,しゅう	Damp,Wet,Moist
卸	3	N1	WK54	G8	FQ1520	おろ.す,おろし,おろ.し	しゃ	Wholesale
獄	3	N1	WK35	G8	FQ1529		ごく	Prison,Jail
彫	3	N1	WK35	G8	FQ1533	ほ.る,-ぼ.り	ちょう	Carve,Engrave,Chisel
穏	3	N1	WK46	G8	FQ1535	おだ.やか	おん	Calm,Quiet,Moderation
巧	3	N1	WK50	G8	FQ1537	たく.み,たく.む,うま.い	こう	Adroit,Skilled,Ingenuity
欺	3	N1	WK47	G8	FQ1541	あざむ.く	ぎ	Deceit,Cheat,Delude
隻	3	N2	WK51	G8	FQ1546		せき	Vessels,Counter For Ships,Fish,Birds,Arrows,One Of A Pair
愚	3	N1	WK54	G8	FQ1551	おろ.か	ぐ	Foolish,Folly,Absurdity,Stupid
遭	3	N1	WK52	G8	FQ1554	あ.う,あ.わせる	そう	Encounter,Meet,Party,Association,Interview,Join
架	3	N1	WK46	G8	FQ1555	か.ける,か.かる	か	Erect,Frame,Mount,Support,Shelf,Construct
稚	3	N1	WK28	G8	FQ1560	いとけない,おさない,おくて,おでる	ち,じ	Immature,Young
幻	3	N1	WK17	G8	FQ1564	まぼろし	げん	Phantasm,Vision,Dream,Illusion,Apparition
姫	3	N1	WK44	G8	FQ1566	ひめ,ひめ-	き	Princess
疾	3	N1	WK54	G8	FQ1577	はや.い	しつ	Rapidly
嫁	3	N1	WK45	G8	FQ1581	よめ,とつ.ぐ,い.く,ゆ.く	か	Marry Into,Bride
廊	3	N1	WK31	G8	FQ1598		ろう	Corridor,Hall,Tower
偶	3	N3	WK50	G8	FQ1602	たま	ぐう	Accidentally,Even Number,Couple,Man & Wife,Same Kind
伏	3	N1	WK55	G8	FQ1604	ふ.せる,ふ.す	ふく	Prostrated,Bend Down,Bow,Cover,Lay (pipes)
辛	3	N2	WK44	G8	FQ1607	から.い,つら.い,-づら.い,かのと	しん	Spicy,Bitter,Hot,Acrid
邪	3	N1	WK50	G8	FQ1612	よこし.ま	じゃ	Wicked,Injustice,Wrong
晶	3	N1	WK50	G8	FQ1613		しょう	Sparkle,Clear,Crystal
墨	3	N1	WK46	G8	FQ1616	すみ	ぼく	Black Ink,India Ink,Ink Stick,Mexico
鎮	3	N1	WK55	G8	FQ1617	しず.める,しず.まる,おさえ	ちん	Tranquilize,Ancient Peace-preservation Centers
殴	3	N1	WK48	G8	FQ1622	なぐ.る	おう	Assault,Hit,Beat,Thrash
奉	3	N1	WK55	G8	FQ1624	たてまつ.る,まつ.る,ほう.ずる	ほう,ぶ	Observance,Offer,Present,Dedicate
憂	3	N1	WK55	G8	FQ1625	うれ.える,うれ.い,う.い,う.き	ゆう	Melancholy,Grieve,Lament,Be Anxious,Sad,Unhappy
怪	3	N1	WK26	G8	FQ1634	あや.しい,あや.しむ	かい,け	Suspicious,Mystery,Apparition
酔	3	N1	WK35	G8	FQ1640	よ.う,よ.い,よ	すい	Drunk,Feel Sick,Poisoned,Elated,Spellbound
惜	3	N1	WK55	G8	FQ1641	お.しい,お.しむ	せき	Pity,Be Sparing Of,Frugal,Stingy,Regret
穫	3	N1	WK48	G8	FQ1642		かく	Harvest,Reap
佳	3	N1	WK55	G8	FQ1643		か	Excellent,Beautiful,Good,Pleasing,Skilled
潤	3	N1	WK49	G8	FQ1644	うるお.う,うるお.す,うる.む	じゅん	Wet,Be Watered,Profit By,Receive Benefits,Favor,Charm,Steep
乏	3	N1	WK30	G8	FQ1646	とぼ.しい,とも.しい	ぼう	Destitution,Scarce,Limited
該	3	N1	WK55	G8	FQ1648		がい	Above-stated,The Said,That Specific
赴	3	N1	WK55	G8	FQ1649	おもむ.く	ふ	Proceed,Get,Become,Tend
桑	3	N1	WK49	G8	FQ1650	くわ	そう	Mulberry
髄	3	N1	WK55	G8	FQ1652		ずい	Marrow,Pith,Essence
穂	3	N1	WK46	G8	FQ1656	ほ	すい	Ear,Ear (grain),Head,Crest (wave)
郭	3	N1	WK55	G8	FQ1670	くるわ	かく	Enclosure,Quarters,Fortification,Red-light District
尿	3	N1	WK55	G8	FQ1672	ゆばり,いばり,しと	にょう	Urine
宴	3	N1	WK29	G8	FQ1675	うたげ	えん	Banquet,Feast,Party
陶	3	N1	WK49	G8	FQ1680	すえ	とう	Pottery,Porcelain
鐘	3	N1	WK45	G8	FQ1681	かね	しょう	Bell,Gong,Chimes
粗	3	N1	WK55	G8	FQ1689	あら.い,あら-	そ	Coarse,Rough,Rugged
訂	3	N1	WK50	G8	FQ1690	ただ.す	てい	Revise,Correct,Decide
騎	3	N1	WK48	G8	FQ1696		き	Equestrian,Riding On Horses,Counter For Equestrians
怠	3	N1	WK52	G8	FQ1703	おこた.る,なま.ける	たい	Neglect,Laziness
如	3	N1	WK47	G8	FQ1704	ごと.し	じょ,にょ	Likeness,Like,Such As,As If,Better,Best,Equal
凝	3	N1	WK55	G8	FQ1712	こ.る,こ.らす,こご.らす,こご.らせる,こご.る	ぎょう	Congeal,Freeze,Stiff,Be Absorbed In
苗	3	N1	WK51	G8	FQ1713	なえ,なわ-	びょう,みょう	Seedling,Sapling,Shoot
哀	3	N1	WK47	G8	FQ1715	あわ.れ,あわ.れむ,かな.しい	あい	Pathetic,Grief,Sorrow,Pathos,Pity,Sympathize
匠	3	N1	WK56	G8	FQ1718	たくみ	しょう	Artisan,Workman,Carpenter
縫	3	N1	WK56	G8	FQ1723	ぬ.う	ほう	Sew,Stitch,Embroider
憩	3	N1	WK47	G8	FQ1731	いこ.い,いこ.う	けい	Recess,Rest,Relax,Repose
錯	3	N1	WK56	G8	FQ1740		さく,しゃく	Confused,Mix,Be In Disorder
陵	3	N1	WK56	G8	FQ1746	みささぎ	りょう	Mausoleum,Imperial Tomb,Mound,Hill
魂	3	N1	WK45	G8	FQ1748	たましい,たま	こん	Soul,Spirit
餓	3	N1	WK48	G8	FQ1754	う.える	が	Starve,Hungry,Thirst
掌	3	N1	WK47	G8	FQ1757	てのひら,たなごころ	しょう	Manipulate,Rule,Administer,Conduct,Palm Of Hand
悦	3	N1	WK56	G8	FQ1762	よろこ.ぶ,よろこ.ばす	えつ	Ecstasy,Joy,Rapture
縛	3	N1	WK56	G8	FQ1764	しば.る	ばく	Truss,Arrest,Bind,Tie,Restrain
粋	3	N1	WK34	G8	FQ1768	いき	すい	Chic,Style,Purity,Essence,Pith,Cream,Elite,Choice
辱	3	N1	WK48	G8	FQ1769	はずかし.める	じょく	Embarrass,Humiliate,Shame
窒	3	N1	WK56	G8	FQ1776		ちつ	Plug Up,Obstruct
炊	3	N1	WK47	G8	FQ1777	た.く,-だ.き	すい	Cook,Boil
摂	3	N1	WK56	G8	FQ1779	おさ.める,かね.る,と.る	せつ,しょう	Vicarious,Surrogate,Act In Addition To,Take In,Absorb
飽	3	N1	WK56	G8	FQ1780	あ.きる,あ.かす,あ.く	ほう	Sated,Tired Of,Bored,Satiate
冗	3	N1	WK16	G8	FQ1782		じょう	Superfluous,Uselessness
碑	3	N1	WK56	G8	FQ1792	いしぶみ	ひ	Tombstone,Monument
鍛	3	N1	WK46	G8	FQ1793	きた.える	たん	Forge,Discipline,Train
裸	3	N1	WK45	G8	FQ1796	はだか	ら	Naked,Nude,Uncovered,Partially Clothed
符	3	N2	WK30	G8	FQ1798		ふ	Token,Sign,Mark,Tally,Charm
塊	3	N1	WK45	G8	FQ1800	かたまり,つちくれ	かい,け	Clod,Lump,Chunk,Clot,Mass
膜	3	N1	WK57	G8	FQ1804		まく	Membrane
憎	3	N2	WK47	G8	FQ1808	にく.む,にく.い,にく.らしい,にく.しみ	ぞう	Hate,Detest
慈	3	N1	WK51	G8	FQ1811	いつく.しむ	じ	Mercy
伐	3	N1	WK57	G8	FQ1816	き.る,そむ.く,う.つ	ばつ,はつ,か,ぼち	Fell,Strike,Attack,Punish
墳	3	N1	WK50	G8	FQ1822		ふん	Tomb,Mound
畜	3	N2	WK48	G8	FQ1824		ちく	Livestock,Domestic Fowl And Animals
紺	3	N1	WK57	G8	FQ1825		こん	Dark Blue,Navy
慌	3			G8	FQ1826	あわ.てる,あわ.ただしい	こう	Disconcerted,Be Confused,Lose One's Head
娯	3	N1	WK44	G8	FQ1827		ご	Recreation,Pleasure
峡	3	N1	WK57	G8	FQ1833	はざま	きょう,こう	Gorge,Ravine
厘	3	N1		G8	FQ1835		りん	Rin,1/10 Sen,1/10 Bu
乙	3	N1	WK57	G8	FQ1841	おと-,きのと	おつ,いつ	The Latter,Duplicate,Strange,Witty,Fishhook Radical (no. 5)
猟	3	N1	WK52	G8	FQ1851	かり,か.る	りょう	Game-hunting,Shooting,Game,Bag
閲	3	N1	WK57	G8	FQ1855	けみ.する	えつ	Review,Inspection,Revision
敢	3	N1	WK57	G8	FQ1859	あ.えて,あ.えない,あ.えず	かん	Daring,Brave,Bold,Sad,Tragic,Pitiful
胎	3	N1	WK57	G8	FQ1861		たい	Womb,Uterus
酵	3	N1	WK57	G8	FQ1862		こう	Fermentation
豚	3	N1	WK26	G8	FQ1864	ぶた	とん	Pork,Pig
赦	3	N1	WK58	G8	FQ1868		しゃ	Pardon,Forgiveness
又	3	N1	WK2	G8	FQ1874	また,また-,また.の-	ゆう	Or Again,Furthermore,On The Other Hand
慨	3	N1	WK58	G8	FQ1875		がい	Rue,Be Sad,Sigh,Lament
恨	3	N1	WK47	G8	FQ1877	うら.む,うら.めしい	こん	Regret,Bear A Grudge,Resentment,Malice,Hatred
忌	3	N1	WK59	G8	FQ1882	い.む,い.み,い.まわしい	き	Mourning,Abhor,Detestable,Death Anniversary
斗	3	N1	WK44	G8	FQ1885		と,とう	Big Dipper,Ten Sho (vol),Sake Dipper,Dots And Cross Radical (no. 68)
藩	3	N1	WK58	G8	FQ1896		はん	Clan,Enclosure
鶏	3	N1	WK58	G8	FQ1901	にわとり,とり	けい	Chicken
嘱	3	N1	WK58	G8	FQ1903	しょく.する,たの.む	しょく	Entrust,Request,Send A Message
陪	3	N1	WK58	G8	FQ1917		ばい	Obeisance,Follow,Accompany,Attend On
帆	3	N1	WK58	G8	FQ1923	ほ	はん	Sail
錠	3	N1	WK58	G8	FQ1934		じょう	Lock,Fetters,Shackles
侍	3	N1	WK44	G8	FQ1939	さむらい,はべ.る	じ,し	Waiter,Samurai,Wait Upon,Serve
篤	3	N1	WK59	G8	FQ1942	あつ.い	とく	Fervent,Kind,Cordial,Serious,Deliberate
癖	3	N1	WK46	G8	FQ1973	くせ,くせ.に	へき	Mannerism,Habit,Vice,Trait,Fault,Kink
幽	3	N1	WK46	G8	FQ1996	ふか.い,かす.か,くら.い,しろ.い	ゆう	Seclude,Confine To A Room,Deep,Profound,Secluded,Faint,Dark,Tranquil,Calm
詠	3	N1	WK59	G8	FQ2000	よ.む,うた.う	えい	Recitation,Poem,Song,Composing
卑	3	N1	WK59	G8	FQ2003	いや.しい,いや.しむ,いや.しめる	ひ	Lowly,Base,Vile,Vulgar
鋳	3	N1	WK59	G8	FQ2005	い.る	ちゅう,い,しゅ,しゅう	Casting,Mint
匿	3	N1	WK60	G8	FQ2024	かくま.う	とく	Hide,Shelter,Shield
坑	3	N1	WK60	G8	FQ2040		こう	Pit,Hole
賊	3	N1	WK57	G8	FQ2045		ぞく	Burglar,Rebel,Traitor,Robber
搾	3	N1	WK56	G8	FQ2046	しぼ.る	さく	Squeeze
畔	3	N1	WK60	G8	FQ2049	あぜ,くろ,ほとり	はん	Paddy Ridge,Levee
孔	3	N1	WK46	G8	FQ2052	あな	こう,く	Cavity,Hole,Slit,Very,Great,Exceedingly
嬢	3	N1	WK45	G8	FQ2059	むすめ	じょう	Lass,Girl,Miss,Daughter
廉	3	N1	WK60	G8	FQ2066		れん	Bargain,Reason,Charge,Suspicion,Point,Account,Purity,Honest,Low Price,Cheap,Rested,Contented,Peaceful
婿	3	N1	WK60	G8	FQ2099	むこ	せい	Bridegroom,Son-in-law
慕	3	N1	WK60	G8	FQ2100	した.う	ぼ	Pining,Yearn For,Love Dearly,Adore
某	3	N1	WK60	G8	FQ2106	それがし,なにがし	ぼう	So-and-so,One,A Certain,That Person
泌	3	N1	WK60	G8	FQ2112		ひつ,ひ	Ooze,Flow,Soak In,Penetrate,Secrete
楼	3	N1		G8	FQ2173	たかどの	ろう	Watchtower,Lookout,High Building
繕	3	N1		G8	FQ2195	つくろ.う	ぜん	Darning,Repair,Mend,Trim,Tidy Up,Adjust
錬	3	N1	WK46	G8	FQ2221	ね.る	れん	Tempering,Refine,Drill,Train,Polish
斥	3	N1		G8	FQ2231	しりぞ.ける	せき	Reject,Retreat,Recede,Withdraw,Repel,Repulse
蛮	3	N1	WK60	G8	FQ2339	えびす	ばん	Barbarian
弧	3	N1	WK42	G8	FQ2371		こ	Arc,Arch,Bow
婆	3	N1	WK47	G8	FQ2435	ばば,ばあ	ば	Old Woman,Grandma,Wet Nurse
倣	3	N1		G8	FQ2454	なら.う	ほう	Emulate,Imitate
倹	3	N1	WK60	G8	FQ2479	つま.しい,つづまやか	けん	Frugal,Economy,Thrifty
遵	3	N1		G8			じゅん	Abide By,Follow,Obey,Learn
墾	3	N1		G8		は.る,ひら.く	こん	Ground-breaking,Open Up Farmland
濫	3	N1		G8		みだ.りに,みだ.りがましい	らん	Excessive,Overflow,Spread Out
痘	3	N1		G8			とう	Pox,Smallpox
斤	3	N1		G8			きん	Axe,1.32 Lb,Catty,Counter For Loaves Of Bread,Axe Radical (no. 69)
吏	3	N1		G8			り	Officer,An Official
佐	2.5	N1	WK47	G8	FQ474		さ	Assistant,Help
核	2.5	N1	WK36	G8	FQ475		かく	Nucleus,Core,Kernel
融	2.5	N1	WK31	G8	FQ481	と.ける,と.かす	ゆう	Dissolve,Melt
渉	2.5	N1	WK17	G8	FQ499	わた.る	しょう	Ford,Go Cross,Transit,Ferry,Import,Involve
崎	2.5	N1	WK23	G8	FQ533	さき,さい,みさき	き	Promontory,Cape,Spit
督	2.5	N1	WK29	G8	FQ534		とく	Coach,Command,Urge,Lead,Supervise
捜	2.5	N2	WK25	G8	FQ592	さが.す	そう,しゅ,しゅう	Search,Look For,Locate
献	2.5	N1	WK36	G8	FQ637	たてまつ.る	けん,こん	Offering,Counter For Drinks,Present,Offer
塁	2.5	N1	WK37	G8	FQ651	とりで	るい,らい,すい	Bases,Fort,Rampart,Walls,Base(ball)
廃	2.5	N1	WK36	G8	FQ698	すた.れる,すた.る	はい	Abolish,Obsolete,Cessation,Discarding,Abandon
江	2.5	N1	WK29	G8	FQ704	え	こう	Creek,Inlet,Bay
僚	2.5	N1	WK29	G8	FQ709		りょう	Colleague,Official,Companion
患	2.5	N2	WK37	G8	FQ796	わずら.う	かん	Afflicted,Disease,Suffer From,Be Ill
撤	2.5	N1	WK41	G8	FQ811		てつ	Remove,Withdraw,Disarm,Dismantle,Reject,Exclude
償	2.5	N1	WK37	G8	FQ854	つぐな.う	しょう	Reparation,Make Up For,Recompense,Redeem
拒	2.5	N1	WK39	G8	FQ863	こば.む	きょ,ご	Repel,Refuse,Reject,Decline
塚	2.5	N1	WK51	G8	FQ869	つか,-づか	ちょう	Hillock,Mound
鈴	2.5	N1	WK39	G8	FQ880	すず	れい,りん	Small Bell,Buzzer
喪	2.5	N1	WK42	G8	FQ885	も	そう	Miss,Mourning
懸	2.5	N1	WK38	G8	FQ889	か.ける,か.かる	けん,け	State Of Suspension,Hang,Depend,Consult,Distant,Far Apart
戻	2.5	N3	WK37	G8	FQ890	もど.す,もど.る	れい	Re-,Return,Revert,Resume,Restore,Go Backwards
邸	2.5	N1	WK51	G8	FQ905	やしき	てい	Residence,Mansion
還	2.5	N1	WK38	G8	FQ910	かえ.る	かん	Send Back,Return
枠	2.5	N1	WK39	G8	FQ922	わく		Frame,Framework,Spindle,Spool,Bounding-box,(kokuji)
購	2.5	N1	WK30	G8	FQ945		こう	Subscription,Buy
充	2.5	N1	WK39	G8	FQ949	あ.てる,み.たす	じゅう	Allot,Fill
緒	2.5	N3	WK38	G8	FQ952	お,いとぐち	しょ,ちょ	Thong,Beginning,Inception,End,Cord,Strap,Mental Or Emotional State
貢	2.5	N1	WK43	G8	FQ956	みつ.ぐ	こう,く	Tribute,Support,Finance
併	2.5	N1	WK38	G8	FQ966	あわ.せる	へい	Join,Get Together,Unite,Collective
徹	2.5	N1	WK41	G8	FQ968		てつ	Penetrate,Clear,Pierce,Strike Home,Sit Up (all Night)
浦	2.5	N1	WK51	G8	FQ977	うら	ほ	Bay,Creek,Inlet,Gulf,Beach,Seacoast
析	2.5	N1	WK42	G8	FQ980		せき	Chop,Divide,Tear,Analyze
挑	2.5	N1	WK42	G8	FQ989	いど.む	ちょう	Challenge,Contend For,Make Love To
俊	2.5	N1	WK40	G8	FQ1007		しゅん	Sagacious,Genius,Excellence
渋	2.5	N1	WK39	G8	FQ1011	しぶ,しぶ.い,しぶ.る	じゅう,しゅう	Astringent,Hesitate,Reluctant,Have Diarrhea
銃	2.5	N1	WK39	G8	FQ1013	つつ	じゅう	Gun,Arms
診	2.5	N1	WK29	G8	FQ1019	み.る	しん	Checkup,Seeing,Diagnose,Examine
括	2.5	N1	WK42	G8	FQ1026	くく.る	かつ	Fasten,Tie Up,Arrest,Constrict
津	2.5	N1	WK36	G8	FQ1036	つ	しん	Haven,Port,Harbor,Ferry
裕	2.5	N1	WK20	G8	FQ1048		ゆう	Abundant,Rich,Fertile
訟	2.5	N1	WK25	G8	FQ1061		しょう	Sue,Accuse
閥	2.5	N1	WK19	G8	FQ1072		ばつ	Clique,Lineage,Pedigree,Faction,Clan
縄	2.5	N1	WK36	G8	FQ1075	なわ,ただ.す	じょう	Straw Rope,Cord
薦	2.5	N1	WK34	G8	FQ1082	すす.める	せん	Recommend,Mat,Advise,Encourage,Offer
杉	2.5	N1	WK35	G8	FQ1095	すぎ	さん	Cedar,Cryptomeria
妥	2.5	N1	WK14	G8	FQ1102		だ	Gentle,Peace,Depravity
症	2.5	N1	WK27	G8	FQ1111		しょう	Symptoms,Illness
索	2.5	N1	WK29	G8	FQ1127		さく	Cord,Rope,Searching,Inquiring
懇	2.5	N1	WK43	G8	FQ1135	ねんご.ろ	こん	Sociable,Kind,Courteous,Hospitable,Cordial
麻	2.5	N1	WK48	G8	FQ1142	あさ	ま,まあ	Hemp,Flax,Numb
陥	2.5	N1	WK52	G8	FQ1154	おちい.る,おとしい.れる	かん	Collapse,Fall Into,Cave In,Fall (castle),Slide Into
斎	2.5	N1	WK42	G8	FQ1155	とき,つつし.む,ものいみ,い.む,いわ.う,いつ.く	さい	Purification,Buddhist Food,Room,Worship,Avoid,Alike
仙	2.5	N1	WK39	G8	FQ1157		せん,せんと	Hermit,Wizard,Cent
柳	2.5	N1	WK47	G8	FQ1169	やなぎ	りゅう	Willow
偽	2.5	N1	WK41	G8	FQ1171	いつわ.る,にせ,いつわ.り	ぎ,か	Falsehood,Lie,Deceive,Pretend,Counterfeit,Forgery
覇	2.5	N1	WK52	G8	FQ1173	はたがしら	は,はく	Hegemony,Supremacy,Leadership,Champion
竜	2.5	N1	WK44	G8	FQ1195	たつ,いせ	りゅう,りょう,ろう	Dragon,Imperial
潟	2.5	N1	WK42	G8	FQ1204	かた,-がた	せき	Lagoon
